ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Soil Type,Season
2388,Sunn Hemp,23.79,56.23,35.35,28.09,709.61,50.21,7.12,Loamy,Kharif
2389,Apple,188.42,139.27,150.84,0.0,1086.59,66.11,6.78,Mountain,Perennial (Fruiting: Autumn)
2390,Sunflower,97.01,64.42,40.45,21.49,569.8,56.95,6.97,Loamy,Kharif/Rabi/Zaid
2391,Tea,144.36,47.99,71.2,29.81,2590.28,81.58,4.73,Laterite,Perennial
2392,French Bean,86.94,88.17,43.81,15.17,648.27,77.74,5.8,Alluvial,Kharif/Rabi
2393,Moth Beans,15.56,32.0,16.21,27.66,464.44,47.9,8.08,Arid/Desert,Kharif
2394,Maize (Corn),139.67,72.97,50.3,27.29,916.96,55.87,7.06,Loamy,Kharif
2395,Fenugreek,46.83,45.25,22.39,26.47,797.23,52.36,7.88,Loamy,Rabi
2396,Spinach,98.29,40.49,54.43,15.18,468.92,66.78,6.99,Peaty,Rabi
2397,Amla,63.03,48.52,44.64,28.12,859.17,49.42,8.75,Saline,Perennial
2398,Sunn Hemp,26.05,54.23,39.39,21.12,580.28,65.56,6.18,Alluvial,Kharif
2399,Star Anise,78.09,58.63,52.34,21.63,1728.81,84.03,6.13,Mountain,Perennial
2400,Ridge Gourd,76.52,40.45,62.12,23.78,530.21,58.1,6.68,Sandy Loam,Zaid/Kharif
2401,Sweet Potato,74.51,41.12,120.2,31.73,1123.81,78.77,6.74,Alluvial,Kharif/Rabi
2402,Lemongrass,60.88,55.26,52.47,26.54,1968.48,77.09,7.42,Laterite,Perennial
2403,Proso Millet,30.31,21.2,21.07,29.31,561.66,54.82,6.76,Sandy,Kharif
2404,Indigo,45.1,42.76,41.94,22.85,698.98,75.64,6.85,Alluvial,Kharif
2405,Toria,62.64,48.82,39.72,23.88,616.31,56.72,6.32,Loamy,Rabi
2406,Apricot,140.05,69.0,88.98,0.0,943.84,56.92,7.06,Mountain,Perennial
2407,Horse Gram,25.64,33.38,26.95,29.98,624.71,52.95,6.1,Red,Kharif
2408,Capsicum,104.51,93.48,111.75,20.7,968.1,77.16,6.41,Forest,Kharif/Rabi
2409,Sugarcane,261.15,91.86,129.02,33.72,1594.89,80.65,7.19,Red,Perennial (Annual)
2410,Black Pepper,144.13,49.47,156.8,22.47,2079.66,75.78,5.75,Red,Perennial
2411,Spinach,82.23,50.54,54.07,12.27,775.04,68.21,7.1,Alluvial,Rabi
2412,Barley,70.5,34.57,29.07,9.44,433.69,43.41,8.1,Alluvial,Rabi
2413,Sunn Hemp,22.46,56.1,33.0,23.49,713.73,59.83,5.88,Alluvial,Kharif
2414,Grapes,132.54,195.37,274.59,31.27,847.62,61.55,7.76,Sandy,Perennial (Fruiting: Spring)
2415,Sesame,43.02,31.56,22.66,30.22,586.83,61.37,6.76,Alluvial,Kharif
2416,Niger Seed,44.32,42.32,37.1,28.01,921.3,62.26,7.07,Gravelly,Kharif
2417,Rajma,93.71,60.62,49.45,20.39,763.71,78.45,6.48,Forest,Rabi
2418,Sugarcane,219.35,96.97,131.48,25.44,2230.74,77.78,6.52,Black,Perennial (Annual)
2419,Brinjal,108.32,60.33,79.92,26.48,1078.99,76.7,6.28,Black,Kharif/Rabi
2420,Cinnamon,88.54,49.82,82.83,23.27,3044.05,94.73,5.05,Laterite,Perennial
2421,Linseed,62.84,47.43,36.09,20.84,633.19,49.75,7.23,Black,Rabi
2422,Bajra,73.32,34.22,36.17,25.11,365.95,37.61,7.05,Alluvial,Kharif
2423,Arecanut,127.99,57.13,161.35,32.01,2690.14,74.81,5.47,Red,Perennial
2424,Sweet Corn,131.39,64.97,54.65,31.75,652.74,70.98,5.91,Alluvial,Kharif
2425,Fenugreek,56.23,49.54,37.41,15.19,442.0,51.5,7.0,Alluvial,Rabi
2426,Star Anise,73.04,41.17,45.62,21.49,1644.09,79.8,6.52,Forest,Perennial
2427,Fig,60.72,53.39,93.56,35.26,535.12,53.62,6.73,Saline,Perennial
2428,Opium Poppy,99.06,68.5,71.32,22.96,716.12,59.87,6.38,Alluvial,Rabi
2429,Tomato,148.05,82.07,100.48,18.22,698.16,61.71,6.9,Loamy,Kharif/Rabi
2430,Mentha,128.48,50.02,53.21,30.66,1125.27,83.5,6.22,Peaty,Zaid
2431,Groundnut,30.4,52.97,70.75,27.44,997.67,51.1,6.3,Alluvial,Kharif
2432,Saffron,90.41,50.34,65.87,0.0,439.05,49.07,7.46,Karewa Soil,Rabi (Autumn)
2433,Amla,72.85,46.82,53.93,30.73,600.82,67.8,8.19,Saline,Perennial
2434,Carrot,82.02,88.2,107.1,17.07,816.62,79.39,6.09,Alluvial,Rabi
2435,Toria,60.83,40.92,28.62,14.72,528.44,46.08,7.29,Loamy,Rabi
2436,Mushrooms,19.77,5.3,8.33,20.1,546.08,92.35,7.32,Peaty/Organic Waste,Year-round
2437,Wood Apple,43.69,48.77,47.25,22.24,991.52,47.93,7.09,Red,Perennial
2438,Jasmine,118.99,104.76,108.89,24.4,1544.32,83.33,6.42,Red,Perennial
2439,Ber,56.2,31.2,52.21,29.68,339.17,54.02,8.51,Sandy,Perennial
2440,Horse Gram,23.66,31.39,27.76,23.29,742.24,46.15,6.32,Sandy,Kharif
2441,Radish,77.09,46.23,72.74,15.2,629.91,59.19,7.46,Alluvial,Rabi
2442,Tomato,136.18,90.64,111.89,25.5,656.44,79.11,6.8,Alluvial,Kharif/Rabi
2443,Strawberry,129.63,110.43,145.17,0.0,746.53,77.37,5.93,Alluvial,Rabi/Winter
2444,Sunn Hemp,23.68,46.45,32.24,29.84,796.78,52.45,6.62,Loamy,Kharif
2445,Little Millet,30.74,21.98,22.66,27.52,566.02,58.67,7.03,Red,Kharif
2446,Curry Leaves,63.69,51.37,74.83,33.55,1479.0,72.16,6.95,Loamy,Perennial
2447,Bottle Gourd,67.71,43.02,73.57,24.62,584.61,71.14,6.67,Alluvial,Zaid/Kharif
2448,Nutmeg,93.77,52.5,89.79,21.2,2550.65,76.88,6.42,Red,Perennial
2449,Tomato,113.61,97.27,108.94,28.39,870.25,61.42,6.53,Red,Kharif/Rabi
2450,Black Pepper,112.54,57.72,148.33,22.06,3221.14,78.47,5.82,Forest,Perennial
2451,Muskmelon,77.53,71.5,82.06,31.69,569.69,46.73,6.44,Sandy,Zaid
2452,Peach,142.01,67.66,83.44,0.0,1198.79,71.26,6.4,Mountain,Perennial
2453,Hemp (Mesta),62.62,45.74,55.29,29.26,991.28,74.23,5.72,Red,Kharif
2454,Karakunda,67.21,40.64,58.55,26.81,1880.17,82.44,6.91,Forest,Perennial
2455,Fig,72.27,57.4,82.24,29.44,739.31,46.24,7.69,Alluvial,Perennial
2456,Soybean,38.14,72.54,50.92,31.36,936.42,59.06,6.95,Black,Kharif
2457,Ash Gourd,64.51,58.48,70.25,29.85,607.12,64.36,6.2,Alluvial,Zaid/Kharif
2458,Bottle Gourd,70.89,49.72,76.26,31.5,749.48,61.64,6.85,Red,Zaid/Kharif
2459,Green Gram,32.84,47.96,32.98,27.05,703.86,69.25,6.69,Alluvial,Kharif/Zaid
2460,Amaranth,56.49,35.7,34.89,29.47,787.33,58.44,6.42,Alluvial,Kharif
2461,Brinjal,108.61,63.44,85.89,27.25,654.43,60.43,6.82,Loamy,Kharif/Rabi
2462,Dragon Fruit,76.31,49.04,90.52,36.16,741.54,69.73,5.58,Loamy,Perennial
2463,Cauliflower,141.04,98.2,84.53,15.29,759.36,76.16,6.94,Loamy,Rabi
2464,Horse Gram,20.49,36.58,23.13,26.39,719.75,46.79,6.96,Sandy,Kharif
2465,Cinnamon,95.32,43.09,91.7,30.41,2072.7,84.05,5.87,Forest,Perennial
2466,Sugarcane,284.36,98.0,111.93,25.99,2240.51,68.1,6.6,Black,Perennial (Annual)
2467,Bamboo,178.53,69.34,105.86,23.15,2200.5,68.28,5.45,Alluvial,Perennial
2468,Mango,121.08,70.79,115.68,27.04,1255.86,66.93,5.53,Loamy,Perennial (Fruiting: Summer)
2469,Indigo,31.7,56.26,43.93,28.62,725.18,79.23,6.55,Loamy,Kharif
2470,Makhana,63.34,52.92,43.07,26.53,2414.43,90.31,6.18,Peaty,Kharif
2471,Popcorn,122.39,60.76,57.55,24.29,545.18,65.93,6.4,Loamy,Kharif
2472,Lettuce,88.55,54.14,48.52,12.59,629.07,67.6,6.88,Alluvial,Rabi
2473,Tea (Clone),150.59,34.45,62.66,26.32,2454.55,80.71,5.5,Forest,Perennial
2474,Arecanut,123.91,51.75,166.34,22.15,2565.58,75.89,5.06,Coastal,Perennial
2475,Soybean,28.79,88.55,54.44,28.0,788.25,56.47,6.54,Black,Kharif
2476,Kalmegh,47.07,35.88,49.19,20.41,1043.91,72.79,7.0,Forest,Kharif
2477,Pigeon Pea,47.55,70.01,31.86,33.97,670.94,51.63,7.4,Black,Kharif
2478,Pear,132.23,75.87,109.07,0.0,819.18,70.88,6.93,Forest,Perennial
2479,Nutmeg,80.09,54.02,80.18,21.94,2540.29,84.33,6.96,Laterite,Perennial
2480,Custard Apple,59.25,45.84,57.46,30.11,672.45,64.04,6.97,Red,Perennial
2481,Guar Seed,25.76,46.12,25.81,29.52,362.72,48.34,7.37,Arid/Desert,Kharif
2482,Peach,124.2,64.94,102.84,0.0,826.07,65.62,6.75,Forest,Perennial
2483,Tobacco,100.68,58.47,108.38,21.39,998.33,77.38,6.9,Alluvial,Kharif/Rabi
2484,Litchi,114.27,71.96,97.82,27.78,1281.51,75.31,6.13,Alluvial,Perennial
2485,Oats,93.87,41.97,43.51,7.78,834.77,63.52,7.49,Loamy,Rabi
2486,Wheat,111.37,67.05,50.89,16.59,870.95,52.17,7.35,Black,Rabi
2487,Onion,107.69,51.28,112.19,24.31,791.75,71.13,7.09,Black,Kharif/Rabi
2488,Mango,138.07,51.36,111.29,27.41,1146.88,51.26,6.87,Laterite,Perennial (Fruiting: Summer)
2489,Coriander,64.51,45.88,47.12,20.89,417.37,55.17,7.26,Black,Rabi
2490,Carrot,87.06,96.47,111.45,22.35,822.95,64.25,6.95,Alluvial,Rabi
2491,Bitter Gourd,64.65,57.19,60.75,30.13,517.11,68.07,7.39,Sandy Loam,Zaid/Kharif
2492,Wood Apple,54.68,49.27,50.17,26.61,994.54,62.93,7.12,Saline,Perennial
2493,Soybean,39.61,75.43,44.12,25.02,868.5,62.65,6.97,Loamy,Kharif
2494,Coconut,0.0,0.0,0.0,22.96,1717.32,83.58,5.9,Alluvial,Perennial
2495,Niger Seed,54.82,41.15,39.26,25.97,829.23,56.72,7.07,Red,Kharif
2496,Black Pepper,121.2,45.71,141.49,21.58,2554.75,83.05,6.17,Forest,Perennial
2497,Cherry,126.69,86.06,103.79,0.0,1066.55,69.06,6.74,Karewa,Perennial
2498,Chironji,38.08,35.93,39.52,34.71,581.96,59.05,6.62,Laterite,Perennial
2499,Garlic,116.66,58.97,89.17,21.71,523.97,64.54,6.57,Loamy,Rabi
2500,Pineapple,132.16,42.72,127.65,30.77,1740.82,78.81,5.04,Forest,Perennial
2501,Black Pepper,148.44,57.3,179.12,31.73,2672.0,76.0,6.05,Red,Perennial
2502,Drumstick,60.18,55.15,72.48,32.78,760.85,54.27,7.61,Red,Perennial
2503,Niger Seed,54.39,48.1,34.97,23.37,769.45,58.26,5.7,Gravelly,Kharif
2504,Bitter Gourd,72.89,48.98,70.47,33.43,804.14,72.24,6.08,Sandy Loam,Zaid/Kharif
2505,Mace,78.1,42.51,83.38,28.71,3062.61,89.76,5.71,Laterite,Perennial
2506,Kinnow,115.85,54.14,95.46,30.33,1042.47,53.14,6.63,Sandy Loam,Perennial (Fruiting: Winter)
2507,Curry Leaves,62.39,49.77,61.26,33.64,948.33,61.16,7.1,Red,Perennial
2508,Tea (Clone),167.88,32.81,72.12,20.54,1858.67,89.96,5.39,Forest,Perennial
2509,Ridge Gourd,64.91,52.82,77.06,26.78,698.14,71.32,6.06,Sandy Loam,Zaid/Kharif
2510,Tobacco,100.2,62.76,128.68,24.77,800.38,62.88,6.49,Alluvial,Kharif/Rabi
2511,Capsicum,119.94,91.61,106.81,21.37,896.05,63.18,6.53,Loamy,Kharif/Rabi
2512,Curry Leaves,62.98,40.84,64.6,26.49,1232.84,64.27,6.66,Loamy,Perennial
2513,Pumpkin,69.64,46.28,67.73,22.56,607.48,58.59,6.59,Red,Zaid/Kharif
2514,Ber,54.29,49.9,56.4,37.87,555.04,53.76,8.67,Saline,Perennial
2515,Kodo Millet,38.03,22.68,24.86,32.42,462.97,51.71,7.58,Red,Kharif
2516,Kiwi,147.66,75.97,103.07,18.66,1415.7,78.71,5.56,Sub-Montane,Perennial
2517,Peach,140.96,65.29,99.3,0.0,889.94,73.66,6.08,Forest,Perennial
2518,Walnuts,164.72,86.9,121.85,0.0,827.57,62.38,6.71,Forest,Perennial
2519,Amla,85.16,49.66,58.18,35.08,997.18,52.65,8.64,Saline,Perennial
2520,Peach,106.51,72.68,108.83,0.0,763.82,74.16,6.63,Mountain,Perennial
2521,Ridge Gourd,69.41,59.54,70.41,29.18,592.88,62.83,6.34,Sandy Loam,Zaid/Kharif
2522,Potato,121.34,133.17,181.09,22.27,766.58,64.65,5.0,Alluvial,Rabi
2523,Chili,114.1,71.94,75.19,29.45,981.94,67.95,6.68,Alluvial,Kharif/Rabi
2524,Broccoli,125.12,95.85,80.37,21.97,653.75,74.86,6.63,Loamy,Rabi
2525,Indigo,45.23,41.93,49.19,30.64,775.4,70.94,6.48,Alluvial,Kharif
2526,Linseed,61.76,43.71,33.49,17.83,694.61,45.57,7.44,Alluvial,Rabi
2527,Star Anise,70.94,54.14,56.9,25.65,2267.32,79.0,6.64,Forest,Perennial
2528,Amla,65.81,55.41,50.28,40.14,509.38,49.4,6.68,Saline,Perennial
2529,Rose,125.99,131.63,138.93,18.85,1096.78,76.1,6.46,Alluvial,Perennial
2530,Barnyard Millet,38.24,23.12,24.38,25.16,535.95,45.72,5.92,Alluvial,Kharif
2531,Mulberry,173.12,121.05,139.51,30.78,817.31,72.29,7.22,Black,Perennial
2532,Pear,120.27,75.3,92.54,0.0,972.66,69.99,6.38,Loamy,Perennial
2533,Cowpea,20.33,41.97,39.91,26.08,517.36,67.72,6.64,Alluvial,Kharif
2534,Guar Seed,21.81,42.97,21.3,33.42,398.79,32.84,7.78,Arid/Desert,Kharif
2535,Mentha,142.13,54.71,57.83,29.87,1199.93,77.51,7.13,Alluvial,Zaid
2536,Capsicum,119.39,87.47,118.83,27.12,687.08,76.33,6.32,Forest,Kharif/Rabi
2537,Lettuce,95.58,57.46,54.52,13.96,684.82,69.55,6.91,Alluvial,Rabi
2538,Apple,185.07,102.46,163.73,0.0,1209.38,63.31,6.56,Forest,Perennial (Fruiting: Autumn)
2539,Sapota,116.14,68.15,91.05,29.71,1940.89,72.53,7.5,Alluvial,Perennial
2540,Vanilla,88.27,45.01,90.39,20.69,3421.52,87.26,5.15,Forest,Perennial
2541,Rajma,108.15,64.66,54.01,24.2,651.33,61.91,5.73,Forest,Rabi
2542,Kinnow,146.46,67.38,99.7,20.24,829.5,68.6,7.72,Sandy Loam,Perennial (Fruiting: Winter)
2543,Nutmeg,83.44,47.68,99.14,27.24,3083.92,90.32,6.72,Red,Perennial
2544,Apple,181.74,118.22,169.29,0.0,1242.31,66.23,5.72,Mountain,Perennial (Fruiting: Autumn)
2545,Jackfruit,105.14,47.59,87.25,33.2,2342.98,75.91,6.4,Alluvial,Perennial
2546,Pineapple,113.38,48.06,146.51,26.75,2130.46,87.69,5.18,Red,Perennial
2547,Taramira,45.36,34.92,28.82,17.89,332.69,45.04,7.52,Arid/Desert,Rabi
2548,Rice (Paddy),142.29,48.32,59.52,32.1,1623.3,80.83,5.79,Alluvial,Kharif
2549,Pineapple,112.28,52.66,104.66,30.4,1601.68,79.1,4.52,Laterite,Perennial
2550,Spinach,88.0,54.09,50.8,19.16,689.91,67.4,6.62,Loamy,Rabi
2551,Rice (Paddy),116.12,46.9,48.27,22.88,2210.98,80.6,5.63,Alluvial,Kharif
2552,Castor Seed,73.72,41.01,30.55,31.93,685.27,60.25,6.06,Red,Kharif
2553,Cashew Nut,66.16,35.59,40.65,23.18,1300.99,61.33,6.03,Coastal,Perennial
2554,Strawberry,123.21,92.36,128.55,0.0,741.63,60.19,5.85,Alluvial,Rabi/Winter
2555,Spinach,90.69,50.38,57.61,10.83,632.34,60.64,6.14,Alluvial,Rabi
2556,Apple,192.05,108.29,188.06,0.0,1090.51,63.17,6.73,Mountain,Perennial (Fruiting: Autumn)
2557,Wheat,108.15,61.01,49.34,20.4,870.6,45.82,6.58,Loamy,Rabi
2558,Green Gram,39.83,48.43,33.54,31.44,796.98,48.3,6.97,Alluvial,Kharif/Zaid
2559,Betel Vine,152.54,103.34,129.09,24.73,1977.56,75.47,7.31,Clayey,Perennial
2560,Grapes,137.42,176.15,281.82,31.92,631.48,63.42,6.7,Loamy,Perennial (Fruiting: Spring)
2561,Pomegranate,91.16,50.33,98.28,31.12,567.42,51.81,7.83,Loamy,Perennial
2562,Bottle Gourd,67.82,59.93,73.07,31.1,588.48,64.04,6.18,Red,Zaid/Kharif
2563,Tulsi,72.29,48.35,42.29,21.21,1026.09,67.24,7.3,Red,Perennial
2564,Banana,230.96,88.91,276.44,25.15,2218.5,83.44,6.66,Loamy,Perennial
2565,Kiwi,130.71,60.86,122.1,2.29,1444.13,66.54,5.93,Forest,Perennial
2566,Capsicum,107.69,94.97,104.61,20.99,839.95,75.73,6.01,Alluvial,Kharif/Rabi
2567,Dragon Fruit,73.24,46.79,80.6,36.53,1033.33,54.45,6.98,Loamy,Perennial
2568,Mentha,147.78,58.96,58.96,23.44,1157.73,70.59,7.12,Loamy,Zaid
2569,Apricot,102.45,69.55,111.15,0.0,663.1,58.6,7.18,Karewa,Perennial
2570,Drumstick,73.83,44.46,58.78,28.91,680.71,67.05,7.42,Sandy,Perennial
2571,Nutmeg,89.83,56.58,99.84,21.93,2694.66,82.64,6.61,Coastal,Perennial
2572,Kiwi,135.42,77.17,121.72,8.43,1361.13,67.7,5.54,Sub-Montane,Perennial
2573,Ashwagandha,49.35,57.97,23.15,36.95,534.39,56.24,8.31,Red,Kharif/Rabi
2574,Garlic,101.89,51.85,87.36,20.94,691.51,65.54,7.06,Loamy,Rabi
2575,Linseed,70.19,48.01,28.3,21.7,571.18,68.3,6.08,Black,Rabi
2576,Mustard,96.65,58.62,23.95,12.39,584.56,47.52,7.4,Loamy,Rabi
2577,Mace,68.25,42.12,114.06,31.44,2878.99,94.68,6.9,Coastal,Perennial
2578,Curry Leaves,77.23,55.36,62.54,23.15,804.69,77.29,7.45,Loamy,Perennial
2579,Isabgol,57.65,35.32,30.05,26.68,254.96,48.79,7.83,Alluvial,Rabi
2580,Fenugreek,40.54,50.62,30.13,26.63,446.86,70.2,7.9,Alluvial,Rabi
2581,Opium Poppy,87.52,60.09,70.22,16.35,598.42,50.63,6.67,Loamy,Rabi
2582,Fenugreek,48.99,49.53,29.58,17.73,613.26,69.38,6.01,Black,Rabi
2583,Okra,116.7,59.38,50.15,29.52,850.47,77.39,6.65,Black,Kharif/Zaid
2584,Star Anise,62.16,40.6,56.58,24.6,2149.51,80.49,5.95,Mountain,Perennial
2585,Wood Apple,45.74,39.72,56.72,31.92,952.62,45.75,6.92,Red,Perennial
2586,Mulberry,164.56,129.57,142.6,26.18,984.35,60.89,6.78,Alluvial,Perennial
2587,Date Palm,106.26,46.07,108.22,36.72,203.49,36.75,8.79,Arid/Desert,Perennial
2588,Rubber,80.0,74.2,84.29,25.48,2828.12,89.34,5.58,Forest,Perennial
2589,Cardamom,98.09,86.53,172.06,20.83,3690.81,92.71,6.37,Red,Perennial
2590,Ber,59.05,41.23,41.25,36.44,545.13,44.87,8.91,Saline,Perennial
2591,Mustard,93.43,56.36,31.97,17.49,613.01,43.76,6.9,Loamy,Rabi
2592,Potato,143.5,110.59,164.3,20.66,797.47,60.2,5.89,Sandy Loam,Rabi
2593,Cabbage,134.99,96.42,95.1,17.9,556.14,74.76,6.14,Alluvial,Rabi
2594,Stevia,94.21,73.25,63.62,15.52,1460.22,85.97,6.77,Loamy,Perennial
2595,Fig,76.37,44.76,99.77,25.03,645.21,43.1,7.22,Saline,Perennial
2596,Dragon Fruit,77.43,51.33,82.94,20.16,565.14,52.15,6.87,Sandy,Perennial
2597,Ajwain,48.96,26.82,20.16,29.9,332.58,51.08,7.16,Alluvial,Rabi
2598,Khesari,20.98,44.38,23.14,15.46,487.69,35.02,7.92,Alluvial,Rabi
2599,Jackfruit,95.82,52.53,107.43,27.61,1766.25,77.3,6.07,Laterite,Perennial
2600,Bitter Gourd,71.46,52.51,77.9,30.83,772.98,60.69,7.15,Alluvial,Zaid/Kharif
2601,Rose,147.79,144.71,149.57,22.81,1113.85,61.53,6.38,Alluvial,Perennial
2602,Barley,72.23,31.26,29.86,2.67,519.01,44.79,7.52,Alluvial,Rabi
2603,Clove,94.92,54.81,87.9,25.37,2006.31,94.83,5.65,Coastal,Perennial
2604,Makhana,64.13,51.12,48.57,22.38,2477.97,93.92,7.3,Marshy (Stagnant Water),Kharif
2605,Makhana,69.45,50.09,54.41,33.43,2358.99,89.7,7.11,Marshy (Stagnant Water),Kharif
2606,Avocado,112.77,52.53,136.94,27.61,1297.45,67.23,5.2,Laterite,Perennial
2607,Cherry,134.52,83.6,124.08,0.0,886.0,61.98,6.21,Karewa,Perennial
2608,Niger Seed,47.98,46.28,39.15,19.78,618.83,54.18,7.21,Red,Kharif
2609,Okra,105.21,52.45,58.59,30.71,691.14,64.06,6.4,Loamy,Kharif/Zaid
2610,Drumstick,78.65,59.61,56.83,28.0,723.93,60.43,7.4,Sandy,Perennial
2611,Star Anise,64.66,49.42,41.17,29.82,2338.8,75.78,5.67,Mountain,Perennial
2612,Mace,60.52,52.92,98.27,23.87,3215.71,76.88,5.94,Coastal,Perennial
2613,Cowpea,33.89,50.1,27.09,24.78,746.47,55.02,6.01,Sandy,Kharif
2614,Okra,117.68,53.48,57.69,34.83,1044.19,65.44,6.2,Loamy,Kharif/Zaid
2615,Garlic,119.54,51.64,88.06,14.02,612.6,67.7,6.39,Loamy,Rabi
2616,Star Anise,63.95,50.7,49.22,19.57,1980.54,79.19,6.24,Sub-Montane,Perennial
2617,Soybean,20.87,75.69,58.32,20.2,713.71,57.68,7.12,Black,Kharif
2618,Betel Vine,183.8,111.53,113.71,24.7,1686.58,93.61,6.13,Clayey,Perennial
2619,Black Pepper,145.05,51.72,174.64,24.73,3271.24,93.72,5.14,Laterite,Perennial
2620,Cabbage,122.52,90.75,90.35,21.4,608.6,67.37,6.21,Alluvial,Rabi
2621,Coriander,78.96,49.13,44.21,20.23,510.37,61.23,7.31,Alluvial,Rabi
2622,Onion,116.14,73.27,92.11,15.7,521.38,51.32,6.85,Loamy,Kharif/Rabi
2623,Chili,119.63,73.73,65.42,22.8,896.52,56.77,6.54,Black,Kharif/Rabi
2624,Tea (Clone),146.26,49.54,85.63,22.38,2838.62,79.86,5.17,Laterite,Perennial
2625,Gokhru,37.57,26.43,34.57,25.78,489.23,49.69,7.77,Sandy,Kharif
2626,Cocoa,136.55,63.37,143.45,23.74,1902.81,94.93,6.07,Alluvial,Perennial
2627,Stevia,99.35,68.23,70.83,26.65,1594.11,79.59,6.77,Alluvial,Perennial
2628,Clove,85.7,50.14,81.86,28.14,2292.01,80.94,6.42,Red,Perennial
2629,Foxtail Millet,50.52,20.64,24.57,21.22,642.39,49.13,6.38,Black,Kharif
2630,Pear,103.8,61.6,114.13,0.0,1058.0,60.35,6.79,Forest,Perennial
2631,Peach,135.8,78.47,111.39,0.0,1094.24,71.08,6.78,Forest,Perennial
2632,Rubber,104.72,50.83,86.38,33.52,2738.21,77.99,5.21,Forest,Perennial
2633,Guar Seed,27.36,41.91,29.78,34.66,384.91,38.68,7.25,Sandy,Kharif
2634,Indigo,45.85,54.38,47.37,25.15,1101.42,72.65,6.57,Alluvial,Kharif
2635,Ber,49.23,40.17,43.38,36.5,430.8,39.21,7.73,Sandy,Perennial
2636,Gokhru,39.14,39.92,37.03,37.8,425.67,42.33,8.21,Arid/Desert,Kharif
2637,Mulberry,201.69,120.49,142.9,26.63,870.36,69.97,7.39,Alluvial,Perennial
2638,Apple,197.0,115.91,186.75,0.0,827.69,73.96,6.27,Forest,Perennial (Fruiting: Autumn)
2639,Betel Vine,188.05,148.37,121.71,21.23,1700.94,75.82,6.48,Alluvial,Perennial
2640,Cherry,132.95,85.65,140.38,0.0,1179.68,70.43,6.18,Mountain,Perennial
2641,Ragi,78.32,31.49,36.53,29.85,857.28,57.57,7.61,Sandy,Kharif
2642,Dragon Fruit,79.48,49.51,84.92,36.25,750.05,55.17,6.93,Loamy,Perennial
2643,Guava,85.63,40.42,67.24,28.8,1481.17,66.67,5.58,Loamy,Perennial
2644,Jasmine,113.1,102.62,101.66,32.46,1603.65,82.37,6.62,Red,Perennial
2645,Sweet Corn,130.42,66.84,48.44,27.53,673.86,69.71,6.85,Alluvial,Kharif
2646,Apple,184.3,138.45,153.6,0.0,986.56,65.15,6.13,Forest,Perennial (Fruiting: Autumn)
2647,Guar Seed,21.07,44.46,20.45,29.0,388.57,42.41,7.95,Arid/Desert,Kharif
2648,Pumpkin,63.39,53.13,79.31,26.61,510.45,59.13,7.24,Alluvial,Zaid/Kharif
2649,Chironji,40.75,39.26,48.25,38.08,409.3,45.88,6.44,Red,Perennial
2650,Bottle Gourd,67.06,44.85,68.29,23.3,783.25,64.64,7.38,Sandy Loam,Zaid/Kharif
2651,Horse Gram,23.24,30.78,25.61,28.16,458.97,44.85,6.36,Laterite,Kharif
2652,Fig,69.94,41.99,98.7,26.33,776.86,55.67,8.27,Sandy,Perennial
2653,Tamarind,44.36,31.24,45.26,29.65,1028.84,63.0,7.31,Red,Perennial
2654,Sweet Potato,60.35,49.56,137.78,25.31,1091.85,71.91,6.8,Sandy,Kharif/Rabi
2655,Black Pepper,145.74,45.13,193.16,27.19,3193.97,85.07,5.86,Laterite,Perennial
2656,Kiwi,147.04,74.32,140.24,17.37,1048.62,75.68,5.76,Forest,Perennial
2657,Castor Seed,64.58,49.61,36.79,31.51,762.07,42.49,7.69,Sandy Loam,Kharif
2658,Rapeseed,87.17,55.96,37.64,21.71,664.76,64.8,7.06,Loamy,Rabi
2659,Bajra,60.69,30.85,34.31,27.45,357.08,35.05,7.05,Arid/Desert,Kharif
2660,Litchi,118.6,74.96,109.6,21.27,1653.07,70.24,6.22,Forest,Perennial
2661,Apple,183.67,143.07,165.39,0.0,939.37,66.08,5.57,Karewa,Perennial (Fruiting: Autumn)
2662,Mentha,129.88,51.58,51.62,29.75,1347.23,65.2,7.3,Loamy,Zaid
2663,Cluster Bean,20.92,46.17,27.54,32.73,455.81,35.0,7.24,Arid,Kharif
2664,Spinach,97.71,40.66,59.77,9.53,549.14,72.69,7.29,Alluvial,Rabi
2665,Okra,115.6,57.01,55.52,26.56,633.06,74.86,6.64,Loamy,Kharif/Zaid
2666,Bitter Gourd,69.18,56.72,75.56,26.62,596.36,58.75,7.1,Alluvial,Zaid/Kharif
2667,Jasmine,113.55,108.45,119.69,25.68,1200.2,83.29,6.6,Loamy,Perennial
2668,Groundnut,38.95,57.24,54.87,28.02,971.75,63.07,6.52,Red,Kharif
2669,Tulsi,78.98,46.35,48.16,34.81,1278.07,76.3,6.46,Loamy,Perennial
2670,Tea (Clone),137.47,34.8,85.26,17.38,2330.06,87.97,5.34,Red,Perennial
2671,Neem,55.16,27.31,40.54,27.33,645.25,54.9,7.35,Red,Perennial
2672,Okra,107.86,57.01,56.26,23.23,1071.1,70.85,6.64,Alluvial,Kharif/Zaid
